generation,objective,reward,mean_reward,success_rate,final_distance_m,collisions,safety_cost,mean_safety_cost,safety_violation,safety_multiplier,policy_std
1.0,12.927889292861334,12.927889292861334,5.31510429740459,100.0,0.07418016344308853,0.0,0.2734284981433302,0.41742468596341786,0.0,1.152,0.11979090422391891
2.0,12.989040021503344,12.989040021503344,2.0283807890242453,100.0,0.07456300780177116,0.0,0.3161539887264372,0.6304718747932195,0.0,1.1059199999999998,0.08543916791677475
3.0,13.08645894361823,13.08645894361823,9.631508094027241,100.0,0.07476073503494263,0.0,0.3254670997569338,0.6039589413048595,0.0,1.0616831999999998,0.06375366449356079
4.0,13.723649903874536,13.723649903874536,12.348843967608502,100.0,0.07431500405073166,0.0,0.48821395547060087,0.31628386970597006,0.0,1.0192158719999997,0.05120893940329552
5.0,14.850433789475503,14.850433789475503,13.100246309864149,100.0,0.07427402213215828,0.0,0.2935010340958252,0.3257209869043235,0.0,0.9784472371199997,0.04439831152558327
6.0,15.4273513731883,15.4273513731883,13.835916400729907,100.0,0.07339339703321457,0.0,0.48237692089002837,0.36705141800808566,0.0,0.9393093476351997,0.04135803505778313
7.0,16.846161843691185,16.846161843691185,14.987139661208145,100.0,0.07471447065472603,0.0,0.5672614496432288,0.4497000112697041,0.0,0.9017369737297917,0.039855752140283585
8.0,17.28181168013893,17.28181168013893,14.37664487071625,100.0,0.07465627416968346,0.0,0.6213040971325243,0.6496490096545772,0.0,0.8656674947806,0.03826865553855896
